Operator,Station,Lattitude,Longitude,Charger,AC,DC,Province
EAANYWHERE,ศูนย์การค้า Porto Chino St.2 มหาชัย,13.569928,100.288969,3,3,0,Samut Sakhon 
EAANYWHERE,ศูนย์การค้า Porto Chino St.1 มหาชัย,13.568521,100.289781,3,1,2,Samut Sakhon 
EAANYWHERE,Porto Go ท่าจีน,13.515975,100.162734,3,3,0,Samut Sakhon 
EAANYWHERE,บริษัท ดูโฮม จำกัด (มหาชน) สาขาพระราม 2,13.523286,100.17935,2,2,0,Samut Sakhon 
EAANYWHERE,The Steel (บางบอน 5),13.636605,100.369934,3,1,2,Samut Sakhon 
EAANYWHERE,P.R. แพรกหนามแดง จำกัด,13.344725,99.883952,2,2,0,Samut Songkhram 
EAANYWHERE,ปั้มน้ำมัน มุนินทร์รัตน์ จำกัด (จ.สมุทรสงคราม),13.418029,99.974292,2,2,0,Samut Songkhram 
OR,PTT Station สาขาสระบุรี,14.55370158,100.9662493,0,0,0,Saraburi 
PEA VOLTA,PEA VOLTA บางจาก แก่งคอย,14.57352,100.986792,5,1,4,Saraburi 
EAANYWHERE,ROBINSON สระบุรี,14.540879,100.949098,2,0,2,Saraburi 
EAANYWHERE,MEESUK Hotels จ.สตูล,6.718931,100.06655,3,3,0,Satun 
EAANYWHERE,The One Boutique Hotel จ.สตูล,6.627644,100.068583,2,2,0,Satun 
OR,PTT Station สาขาไพรบึง-โชคชัย,14.68416968,104.3567346,3,1,2,Si Sa Ket 
PEA VOLTA,PEA VOLTA บางจาก ขุขันธ์,14.65506,104.227672,5,1,4,Si Sa Ket 
EAANYWHERE,Rest Go Tiwanon,15.099109,104.459167,2,0,2,Si Sa Ket 
EAANYWHERE,เพทโทรล พลัส (จ.ศรีสะเกษ),15.099109,104.459167,2,0,2,Si Sa Ket 
PEA VOLTA,PEA VOLTA บางจาก อินทร์บุรี (ขาออก),14.980995,100.357673,5,1,4,Sing Buri 
EAANYWHERE,Kesarabakery (จ.สิงห์บุรี),14.853201,100.444044,2,0,2,Sing Buri 
EAANYWHERE,ไชยแสง ปิโตรเลียม จ.สิงห์บุรี,15.033252,100.335272,4,2,2,Sing Buri 
EAANYWHERE,ร้านคุณพราว,15.021624,100.339315,4,2,2,Sing Buri 
EAANYWHERE,ร้านอาหารน้องเปิ้ล จ.สิงห์บุรี,15.013832,100.341332,3,3,0,Sing Buri 
Elex by EGAT,โรงไฟฟ้าจะนะ,6.956024,100.706524,1,0,1,Songkhla 
Elex by EGAT,PT หาดใหญ่7,7.012334,100.457034,2,0,2,Songkhla 
EVOLT,New season hotel,7.0066916,100.47349,1,1,0,Songkhla 
EVOLT,The signature airport,6.9406876,100.40304,1,1,0,Songkhla 
EVOLT,The bed vacation hotel,7.1995206,100.60457,1,1,0,Songkhla 
EVOLT,S Hadyai Hotel,7.007148,100.48029,1,1,0,Songkhla 
EVOLT,Makinta Market,7.0049536,100.48739,1,1,0,Songkhla 
EVOLT,Buri Sripu Butique Hotel,6.99800457,100.4824318,1,1,0,Songkhla 
EVOLT,Crystal Hotel Hatyai,6.991735069,100.4853988,1,1,0,Songkhla 
EVOLT,Tung Ngern Apartelle,6.997362224,100.5005458,1,1,0,Songkhla 
EVOLT,Z Sleep Hotel,6.990301271,100.4839179,1,1,0,Songkhla 
OR,PTT Station สาขาหาดใหญ่ใน (ขาออก),7.000368,100.452406,4,2,2,Songkhla 
OR,PTT Station สาขาสนามบินหาดใหญ่,6.973203,100.429085,3,1,2,Songkhla 
PEA VOLTA,PEA VOLTA บางจาก หาดใหญ่,7.004133,100.460182,5,1,4,Songkhla 
EAANYWHERE,ศูนย์การค้า บุญถาวร (หาดใหญ่),6.981286,100.481765,2,2,0,Songkhla 
EAANYWHERE,3K HomeBase tile outlet (หาดใหญ่),6.985145,100.442044,2,2,0,Songkhla 
EAANYWHERE,Global house สุโขทัย,17.009002,99.770365,2,0,2,Sukhothai 
EVOLT,Kung Pen Restaurant,14.7361156,100.1023671,1,1,0,Suphan Buri 
EAANYWHERE,เมเจอร์ เฟอร์นิเจอร์ มอลล์ จ.สุพรรณบุรี,14.429381,100.143567,3,1,2,Suphan Buri 
EAANYWHERE,MG N.V.M. Motorsales Suphan Buri,14.44668,100.130913,2,0,2,Suphan Buri 
OR,PTT Station สาขาไชยา (ขาขึ้น),9.427177293,99.15273468,3,1,2,Surat Thani 
PEA VOLTA,PEA VOLTA บางจาก พุนพิน,9.126541,99.159488,5,1,4,Surat Thani 
EAANYWHERE,ROBINSON สุรินทร์,14.876193,103.531895,3,1,2,Surin 
Elex by EGAT,PT ตาก,16.852771,99.116337,2,0,2,Tak 
OR,PTT Station สาขาตาก (ตากเคทีแอนด์ชันส์),16.86122801,99.13500502,3,1,2,Tak 
PEA VOLTA,PEA VOLTA บางจาก เมืองตาก,16.879123,99.129101,5,1,4,Tak 
EAANYWHERE,MG TAK MOTOR,16.709087,98.550284,2,0,2,Tak 
EAANYWHERE,ROBINSON แม่สอด,16.722565,98.583574,3,1,2,Tak 
PEA VOLTA,PEA VOLTA บางจาก เมืองตรัง,7.561071,99.606095,5,1,4,Trang 
OR,PTT Station บจ.เติมเต็มปิโตรเลียม,12.263141,102.501947,3,1,2,Trat 
PEA VOLTA,PEA VOLTA บางจาก เขาสมิง,12.378657,102.376825,5,1,4,Trat 
OR,PTT Station หจก.การดี ปิโตรเลียม,15.2522,104.8806,3,1,2,Ubon Ratchathani 
EAANYWHERE,Ubon Square (บ.เจริญพัฒนาอาเขต จำกัด),15.270113,104.842517,3,1,2,Ubon Ratchathani 
Elex by EGAT,PT อุดร-นาดี,17.382271,102.753264,2,0,2,Udon Thani 
EVen,เซ็นทาราเซ็นทรัล อุดร,17.40669041,102.8004917,2,2,0,Udon Thani 
OR,PTT Station บจ.ไทยเจริญ เพทโทรล สเตชั่น,17.4051886,102.7976781,3,1,2,Udon Thani 
PEA VOLTA,PEA VOLTA บางจาก เมืองอุดรธานี,17.400516,102.800413,5,1,4,Udon Thani 
EAANYWHERE,บริษัท ดูโฮม จำกัด (มหาชน) สาขาอุดรธานี,17.473203,102.796588,3,3,0,Udon Thani 
EAANYWHERE,เอ็มจี อุดรธานี,17.331154,102.839093,2,0,2,Udon Thani 
EAANYWHERE,ปั้มน้ำมัน อุดรสยามปิโตรเลี่ยม จำกัด,17.335876,102.834987,3,3,0,Udon Thani 
EAANYWHERE,Global house อุตรดิตถ์,17.611077,100.129759,2,0,2,Uttaradit 
EAANYWHERE,บริษัท เคพี ปิโตรเลียม 111 จำกัด จ.อุตรดิตถ์,17.548806,99.956041,2,2,0,Uttaradit 
Elex by EGAT,เขื่อนสิรินธร,15.204326,105.421586,1,0,1,Ubon Ratchathani 
Elex by EGAT,บริษัท มิดวินเทอร์ จำกัด,14.61726,101.406591,3,1,2,Nakhon Ratchasima 
EVOLT,Memory Khaoyai,14.55696015,101.499881,1,1,0,Nakhon Ratchasima 
EVOLT,Toscana Valley Khaoyai,14.50714843,101.5034696,3,3,0,Nakhon Ratchasima 
OR,PTT Station บจ.พงษ์กิต สาขา 7 (บายพาส),14.98612444,102.0521814,3,1,2,Nakhon Ratchasima 
OR,PTT Station หจก.อธิรุ่งโรจน์,15.27414968,104.8048702,3,1,2,Ubon Ratchathani 
OR,PTT Station หจก.น้ำมันสยามด่านขุนทด,15.19827606,101.7635995,3,1,2,Nakhon Ratchasima 
OR,รีคอล อีส้าน อีสาน คอนเซ็ปท์ แอท,14.51349669,101.3756338,3,1,2,Nakhon Ratchasima 
OR,เทอร์มินอล 21 โคราช,14.9815603,102.088163,3,3,0,Nakhon Ratchasima 
PEA VOLTA,PEA VOLTA อุบลราชธานี,15.245727,104.824689,5,1,4,Ubon Ratchathani 
PEA VOLTA,PEA VOLTA บางจาก เมืองนครราชสีมา (มิตรภาพ กม. 141),14.957339,102.041147,5,1,4,Nakhon Ratchasima 
PEA VOLTA,PEA VOLTA บางจาก เมืองโคราช (มิตรภาพ กม. 134),14.93461,101.982751,5,1,4,Nakhon Ratchasima 
PEA VOLTA,PEA VOLTA นครราชสีมา,14.97424412,102.0835495,3,1,2,Nakhon Ratchasima 
PEA VOLTA,PEA VOLTA ปากช่อง,14.69263268,101.4057312,6,2,4,Nakhon Ratchasima 
EAANYWHERE,ร้านอาหารสวนสิริ อ.กลางดง จ.นครราชสีมา,14.644483,101.287503,3,1,2,Nakhon Ratchasima 
EAANYWHERE,บริษัท ดูโฮม จำกัด (มหาชน) สาขาอุบลราชธานี,15.212473,104.860666,3,3,0,Ubon Ratchathani 
EAANYWHERE,ESCAPE KHAO YAI HOTEL,14.567057,101.296117,4,2,2,Nakhon Ratchasima 
EAANYWHERE,Global House (นครราชสีมา),15.008553,102.124686,2,0,2,Nakhon Ratchasima 
EAANYWHERE,Global House (อุบลราชธานี),15.180998,104.825283,2,0,2,Ubon Ratchathani 
EAANYWHERE,โรงแรม เขาใหญ่ พาโนราม่า ฟาร์ม จำกัด (สำนักงานใหญ่),14.585561,101.401012,4,2,2,Nakhon Ratchasima 
EAANYWHERE,MG M2 Motorsports (จ.อุบลราชธานี),15.183089,104.8081,2,0,2,Ubon Ratchathani 
